สถานะการเข้างาน,หมายเลขงาน,รหัสร้าน,ชื่อร้าน,โซน,ทีม,สัญญา,ผู้รับผิดชอบงาน,แผนเข้างาน,เวลาเริ่มงาน,เวลาปิดงาน
"ยังไม่เข้า","520004088538","B14836","PTTOR พระสมุทรเจดีย์ (BS)","BS","BS2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004088540","B14840","พระทองคำ (NEL)","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-01 12:08:45","2024-07-01 13:04:44"
"ยังไม่เข้า","520004088542","B14842","ศูนย์การเรียนรู้ CP RAM (BN)","BN","BN8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004088543","B14843","ชุมชนบางพระ(สามพราน) (BG)","BG","BG4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004088544","B14844","บ้านกะหลิม (RSL)","RSL","RSL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-21","",""
"ยังไม่เข้า","520004088545","B14845","โคโคนัทวิลเลจ (ป่าตอง) (RSL)","RSL","RSL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004088546","B14846","นาชะอัง(ชุมพร) (RSU)","RSU","RSU3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ตรงแผน","520004088547","B14847","ลุ่มโพธิ์ (RSU)","RSU","RSU4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","2024-07-02 15:20:11","2024-07-02 16:59:25"
"ยังไม่เข้า","520004088548","B14848","สุขาประชาสรรค์ 2 ซ.40 จุด 2 (BN)","BN","BN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","",""
"ยังไม่เข้า","520004088549","B14850","กิ่งแก้ว 33 (BS)","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004088550","B14851","บงกช 71 (BN)","BN","BN6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004088551","B14852","หนองพังพวย(สหพัฒน์) (REU)","REU","REU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004088552","B14853","แหลมทอง(ทุ่งสุขลา) (REU)","REU","REU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004088553","B14854","ตลาดนัดลานปูน (REL)","REL","REL5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-21","",""
"ยังไม่เข้า","520004088554","B14855","ชุมพวง-ลำปลายมาศ (NEL)","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","",""
"ยังไม่เข้า","520004088555","B14856","ชุมชนมาบเอื้อง (NEL)","NEL","NEL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004088556","B14857","อ่างห้วยยาง (NEL)","NEL","NEL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004088557","B14858","ตลาดเทิดไท(ตาลคู่) (NEL)","NEL","NEL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004088559","B14863","ชุมชนสวนพริกไทย จุด 3 (BN)","BN","BN5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004088561","B14864","ตลาดคุณนาย (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ยังไม่เข้า","520004088563","B14865","ชุมชนท่ากระบือ (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004088564","B14867","ไปรษณีย์บางกรวย (BG)","BG","BG9","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ยังไม่เข้า","520004088565","B14868","ไร่ขิง42-ดอนหวาย (BG)","BG","BG4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004088566","B14869","ตลาดแยกอ่วมอ่อง (BG)","BG","BG4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","",""
"ตรงแผน","520004088567","B14870","เจ๊ะบิลัง (RSL)","RSL","RSL9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-02 10:51:30","2024-07-02 13:33:09"
"ยังไม่เข้า","520004088569","B14871","เพชรเกษม(เทศบาลหาดใหญ่) (RSL)","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004088570","B14872","เพชรบุรี 16 (BW)","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004088571","B14873","ถนนท่าชนะ (RSU)","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004088573","B14877","PS พฤกษารังสิตคลอง 2 (BN)","BN","BN6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004088576","B14880","รัตนโชค (BS)","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004088577","B14881","ชุมชนทุ่งโฮ้ง (RN)","RN","RN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","",""
"ยังไม่เข้า","520004088578","B14882","ชุมชนประตูกลอง (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ยังไม่เข้า","520004088583","B14894","ศูนย์อาหาร 2 มข. (NEU)","NEU","NEU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004088584","B14895","ราชภัฎเลยเพลส (NEU)","NEU","NEU3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004088585","B14898","ภิชญาบางภาษี (BG)","BG","BG4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","",""
"ยังไม่เข้า","520004088586","B14899","สามแยกบางประแดง(สามพราน) (BG)","BG","BG4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004088588","B14900","ตลาดนัดอนันต์(บางกรวย) (BG)","BG","BG9","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ตรงแผน","520004088590","B14903","ถนนวิภาวดีรังสิต 20 (RSU)","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-02 13:40:14","2024-07-02 14:00:50"
"ยังไม่เข้า","520004088591","B14904","หมู่บ้านนารายา (RSU)","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004088592","B14907","PTTORป่าคลอก-เมืองใหม่ (RSL)","RSL","RSL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","",""
"ยังไม่เข้า","520004088593","B14908","รพ.เกษมราษฎร์ รามคำแหง (BE)","BE","BE4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004088597","B14919","ดอนมะเกลือ (RC)","RC","RC4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004088599","B14922","PTTOR บรมราชชนนี 30 (BG)","BG","BG7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","",""
"ยังไม่เข้า","520004088600","B14923","บึงกาฬ3 (NEU)","NEU","NEU5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","",""
"ยังไม่เข้า","520004088601","B14924","PTTOR เก้ากิโล (ศรีราชา) (REU)","REU","REU2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004088602","B14925","ถนนบ้านดอน(ท่าเรือนอน) (RSU)","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004088606","B14930","บ้านป่าไร่ (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004088607","B14934","โรงพยาบาล บี แคร์ (BE)","BE","BE1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004088609","B14936","ปิยทรัพย์ รังสิตคลอง 10 (BE)","BE","BE9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004088610","B14937","ทวีวัฒนา 9 (BG)","BG","BG8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004088611","B14938","ชุมชนเมืองใหม่ (NEU)","NEU","NEU4SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004088614","B14941","PTTORรัตนชาติสุรินทร์ (NEL)","NEL","NEL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","",""
"ยังไม่เข้า","520004088615","B14944","เอื้ออาทรศิลา (NEU)","NEU","NEU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004088616","B14946","หลังศูนย์ราชการขอนแก่น (NEU)","NEU","NEU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004088618","B14947","PTTOR แยกบางคูวัด (BN)","BN","BN7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ยังไม่เข้า","520004088620","B14948","หน้า รพ.บัวใหญ่ (NEL)","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-14","",""
"ยังไม่เข้า","520004088621","B14954","วังก์พง (RSU)","RSU","RSU4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004088623","B14958","LPN บดินทร์เดชา จุด 2 (BE)","BE","BE3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004088624","B14962","ภูมิสิริ(บางปะอิน) (RC)","RC","RC6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004088625","B14964","PTTOR มิตรภาพสระบุรีแก่งคอย (RC)","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004088626","B14967","PTTOR พุทธสาคร (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004088633","B14988","PTTOR โกรกพระทัพทัน(นครสวรรค์) (RC)","RC","RC1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ตรงแผน","520004088635","B14991","PTTORบายพาสวาริน (NEL)","NEL","NEL5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-02 11:23:48","2024-07-02 14:27:46"
"ยังไม่เข้า","520004088636","B14992","PTTORกกส้มโฮง (NEU)","NEU","NEU5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004088637","B14993","PTTOR สวนนกชัยนาท (RC)","RC","RC2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","",""
"ยังไม่เข้า","520004088640","B14999","โรงพยาบาลบางบ่อ (BS)","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004088642","B15000","นครชัยมงคล จุด 6 (BN)","BN","BN6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004088643","B15009","ตลาดทุ่งเจริญ(มาบตาพุด) (REL)","REL","REL5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004088644","B15010","พัทยาสาย 2 ซอย 16 ( BON BON ) (REL)","REL","REL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","",""
"ยังไม่เข้า","520004088647","B15015","สายลวด ซอย 5 (BS)","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004088648","B15018","PTTOR พรานกระต่าย-สุโขทัย(กำแพงเพชร) (RN)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004088658","B15049","สี่แยกหาดละไม (RSU)","RSU","RSU2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004088667","B15064","สุนทรศาลทูล ซ.2 (BS)","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","",""
"ยังไม่เข้า","520004088669","B15072","Property Perfect Park สุวรรณภูมิ-ร่มเกล้า (BE)","BE","BE7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","",""
"ยังไม่เข้า","520004088670","B15073","มณเฑียรทิพย์ จุด 2 (BE)","BE","BE2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004088671","B15078","ศิริชัย 1/26 จุด 2 (BN)","BN","BN9","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004088674","B15081","กรุงเทพนนท์ 27 (BN)","BN","BN9","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","",""
"ยังไม่เข้า","520004088676","B15083","กาญจนาภิเษก 4(เลียบวงแหวนตะวันออก) (BE)","BE","BE2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004088678","B15085","ชุมชนแม่กา (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004088679","B15086","ตลาดร่วมเจริญ(โพธิ์ไทรงาม) (RN)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004088680","B15087","Brix Condo (BG)","BG","BG1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004088684","B15096","ราชดำเนิน 76 นครศรีฯ (RSL)","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","",""
"ยังไม่เข้า","520004088685","B15098","บ้านน้ำจาน (RSL)","RSL","RSL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004088686","B15099","ชุมชนแม่ปะ (RN)","RN","RN6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","",""
"ยังไม่เข้า","520004088689","B15103","แยกป่าขาม (RN)","RN","RN3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004088691","B15104","PTTOR ตลาดหนองบัวอุบล (NEL)","NEL","NEL5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004088694","B15106","ถนนบันไดอิฐ (RSU)","RSU","RSU5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004088695","B15107","ตลาดปิ่นทองบ้านพรุ (RSL)","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004088696","B15109","ตลาด TPIPL สระบุรี (RC)","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004088697","B15110","ตลาดลาดยาว (RC)","RC","RC1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004088698","B15112","LPN คอนโด ลุมพินี(ชลบุรี) (REU)","REU","REU3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004088703","B15121","ตลาดท่องเที่ยวศรีษะทอง(นครปฐม) (BG)","BG","BG4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","",""
"ยังไม่เข้า","520004088704","B15123","หลัง รพ.โอเวอร์บรุ๊ค (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004088706","B15125","PTTOR จิงโจ้ แหลมทราย (RSU)","RSU","RSU3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004088709","B15129","PTTOR ท้ายเหมือง(พังงา) (RSL)","RSL","RSL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004088711","B15130","บ้านวังเค็ม (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004088713","B15132","PTTOR คลองหลวง คลอง 1 (BN)","BN","BN6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004088716","B15140","PTTOR ทุ่งรวงทอง(แม่วาง) (RN)","RN","RN1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","",""
"ยังไม่เข้า","520004088719","B15145","PTTOR หนองสาหร่าย-วังน้ำเขียว (NEL)","NEL","NEL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004088720","B15146","PTTOR พระราม 2 กม. 26 (BW)","BW","BW8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004088721","B15147","PTTOR นาโยงเหนือ(ตรัง) (RSL)","RSL","RSL10SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004088722","B15148","ฮันนี่ อิน พัทยาใต้ (REL)","REL","REL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004088726","B15164","PTTOR พุทธมณฑลสาย 4 (BG)","BG","BG8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004088733","B15184","ไสน้ำเย็นพลาซ่า (RSL)","RSL","RSL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004088740","B15215","ลำแก่น (RSL)","RSL","RSL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004088745","B15222","ซอยสุขศิริ  รังสิตคลอง  5 (BE)","BE","BE9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004088746","B15223","สุขุมวิท 50 (ซ.แสนสุข) (BS)","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004088748","B15225","ชุมชนมโนรมย์ (RC)","RC","RC2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004088751","B15233","โรงพยาบาลบ้านโป่ง (RSU)","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ตรงแผน","520004088752","B15235","ลานดอกไม้ (RN)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-01 15:30:16","2024-07-01 17:11:41"
"ยังไม่เข้า","520004088756","B15240","กรุงเทพกรีฑา 15 (BE)","BE","BE4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004088757","B15248","พหลโยธิน 52 แยก 27 (BE)","BE","BE1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004088759","B15261","ถนนชากกระปอก(สหพัฒน์) (REU)","REU","REU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004088760","B15263","ซอยไผ่สิงห์โต (BS)","BS","BS3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004088762","B15266","PTTOR จอมหมอกแก้ว (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004088763","B15268","Property Perfect ไพร่ฟ้า 1 (BN)","BN","BN5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004088766","B15273","สามกระบือเผือกซอย 1 (BG)","BG","BG3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004088770","B15282","PTTOR นวลจันทร์ (เกษตรนวมินทร์) (BE)","BE","BE5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","",""
"ตรงแผน","520004088772","B15283","The Base การ์เด้น พระราม 9 (BS)","BS","BS4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-02 12:26:44","2024-07-02 12:53:09"
"ยังไม่เข้า","520004088773","B15286","เซนสิริ-อ่าวอุดม (REU)","REU","REU2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ยังไม่เข้า","520004088777","B15294","ตลาดกลางลาดสวาย จุด 5 (BE)","BE","BE8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004088778","B15295","ท้ายซอยเสตท(สุขุมวิท 78) (BS)","BS","BS6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004088780","B15297","อาคารชาญอิสสระ 2 (BS)","BS","BS4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004088781","B15298","PTTOR นาเหรง(นครศรีธรรมราช) (RSL)","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004088787","B15331","สรงประภา ซ.22 (BN)","BN","BN7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","",""
"ยังไม่เข้า","520004088789","B15348","บางลากะรน (RSL)","RSL","RSL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004088790","B15349","มวล.สถาปัตยกรรมฯ (RSL)","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004088796","B15366","คลองขนาน (RSL)","RSL","RSL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004088798","B15369","วังบัว (RSU)","RSU","RSU5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004088800","B15371","หนองจอก(จ.เพชรบุรี) (RSU)","RSU","RSU5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004088801","B15372","ร้านค้าสวัสดิการ กรมชลประทาน (BN)","BN","BN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004088804","B15386","ตลาดกลางลาดสวาย จุด 4 (BE)","BE","BE8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004088807","B15388","PTTOR เทศบาลสีคิ้ว (NEL)","NEL","NEL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004088816","B15445","แม่สิน (RN)","RN","RN6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-21","",""
"ยังไม่เข้า","520004088818","B15449","ไสน้ำเย็นมาร์เก็ต (RSL)","RSL","RSL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004088820","B15451","หน้า รพ.โนนสูง (NEL)","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004088822","B15459","มัณฑนา จุด 2 (BS)","BS","BS8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004088824","B15465","ทุ่งเศรษฐี จุด 2 (BS)","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004088825","B15467","ตลาดมารวย(หทัยราษฎร์) จุด 2 (BE)","BE","BE9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
